Identifier,Tag: Name,Service,Type,Region,Tags,Tag: tech:team_name
bosswireless-prod-mongos-router:115,bosswireless-prod,ECS,TaskDefinition,us-east-1,13,team_boss_wireless
bosswireless-prod-consul-agent:3,bosswireless-prod,ECS,TaskDefinition,us-east-1,13,team_boss_wireless
bosswireless-uat-mvno-account-services:45,bosswireless-uat,ECS,TaskDefinition,us-east-1,13,team_boss_wireless
bosswireless-prod-consul-agent:4,bosswireless-prod,ECS,TaskDefinition,us-east-1,13,team_boss_wireless
emplo20210512105555931700000001/ca0ce07aef6ef802,bosswireless-uat-employee-plan-blue,ElasticLoadBalancingV2,TargetGroup,us-east-1,13,team_boss_wireless
emplo20210512105555939800000002/ea4743d0dc3e1f15,bosswireless-uat-employee-plan-green,ElasticLoadBalancingV2,TargetGroup,us-east-1,13,team_boss_wireless
bi-ga20220526100415465500000002/70db7deb48b6f536,bosswireless-prod-bi-gateway-blue,ElasticLoadBalancingV2,TargetGroup,us-east-1,13,team_boss_wireless
mvno-20210510083733900500000002/fcc57cb3c870da30,bosswireless-uat-mvno-account-services-green,ElasticLoadBalancingV2,TargetGroup,us-east-1,13,team_boss_wireless
mvno-20210504130205202300000002/5f7fa3158f9cd5e6,bosswireless-uat-mvno-plan-store-green,ElasticLoadBalancingV2,TargetGroup,us-east-1,13,team_boss_wireless
clust20210515100816144300000001/5c6388a72df99428,bosswireless-prod-cluster-monitor-blue,ElasticLoadBalancingV2,TargetGroup,us-east-1,13,team_boss_wireless
mvno-20210520093221061200000002/49b90aaace8dbbe3,bosswireless-prod-mvno-prc-green,ElasticLoadBalancingV2,TargetGroup,us-east-1,13,team_boss_wireless
emplo20210520085629797600000001/01672449980f95d7,bosswireless-prod-employee-plan-blue,ElasticLoadBalancingV2,TargetGroup,us-east-1,13,team_boss_wireless
torch20210513141706549500000001/6d0b52a0a84e17a8,bosswireless-uat-torchwood-blue,ElasticLoadBalancingV2,TargetGroup,us-east-1,13,team_boss_wireless
spiff20210524095332605400000002/c7c9daf1d3711626,bosswireless-prod-spiffy-green,ElasticLoadBalancingV2,TargetGroup,us-east-1,13,team_boss_wireless
brmob20210507193213552200000001/482b7d7a1ca72c58,bosswireless-uat-brmobile-api-green,ElasticLoadBalancingV2,TargetGroup,us-east-1,13,team_boss_wireless
bi-ga20220526083847020800000002/91b4ba93c032525c,bosswireless-uat-bi-gateway-green,ElasticLoadBalancingV2,TargetGroup,us-east-1,13,team_boss_wireless
mvno-20210820121532475700000001/ea8f12da5864cabb,bosswireless-uat-mvno-inhouse-sims-green,ElasticLoadBalancingV2,TargetGroup,us-east-1,13,team_boss_wireless
